"","time","lwp","cth","trel"
"777",42708,8.91032695770264,2530,-0.136666666666667
"778",42712,5.29070281982422,2530,-0.135555555555556
"779",42716,5.29070281982422,2560,-0.134444444444444
"780",42720,5.29070281982422,2560,-0.133333333333333
"781",42724,5.29070281982422,2590,-0.132222222222222
"782",42728,5.29070281982422,2590,-0.131111111111111
"783",42732,20.5826473236084,2620,-0.13
"784",42736,20.5826473236084,2620,-0.128888888888889
"785",42740,20.5826473236084,2620,-0.127777777777778
"786",42744,20.5826473236084,2620,-0.126666666666667
"787",42748,20.5826473236084,2620,-0.125555555555556
"788",42752,24.4608936309814,2620,-0.124444444444444
"789",42756,24.4608936309814,2620,-0.123333333333333
"790",42760,24.4608936309814,2620,-0.122222222222222
"791",42764,24.4608936309814,2620,-0.121111111111111
"792",42768,24.4608936309814,2620,-0.12
"793",42772,15.0267906188965,2620,-0.118888888888889
"794",42776,15.0267906188965,2620,-0.117777777777778
"795",42780,15.0267906188965,2620,-0.116666666666667
"796",42784,15.0267906188965,2590,-0.115555555555556
"797",42788,15.0267906188965,2590,-0.114444444444444
"798",42792,16.6644554138184,2590,-0.113333333333333
"799",42796,16.6644554138184,2590,-0.112222222222222
"800",42800,16.6644554138184,2590,-0.111111111111111
"801",42804,16.6644554138184,2590,-0.11
"802",42808,16.6644554138184,2590,-0.108888888888889
"803",42812,7.7704701423645,2590,-0.107777777777778
"804",42816,7.7704701423645,2590,-0.106666666666667
"805",42820,7.7704701423645,2590,-0.105555555555556
"806",42824,7.7704701423645,2590,-0.104444444444444
"807",42828,7.7704701423645,2590,-0.103333333333333
"808",42832,10.1421747207642,2620,-0.102222222222222
"809",42836,10.1421747207642,2620,-0.101111111111111
"810",42840,10.1421747207642,2620,-0.1
"811",42844,10.1421747207642,2620,-0.0988888888888889
"812",42848,10.1421747207642,2620,-0.0977777777777778
"813",42852,8.3211498260498,2590,-0.0966666666666667
"814",42856,8.3211498260498,2590,-0.0955555555555556
"815",42860,8.3211498260498,2590,-0.0944444444444444
"816",42864,8.3211498260498,2590,-0.0933333333333333
"817",42868,8.3211498260498,2590,-0.0922222222222222
"818",42872,10.257905960083,2590,-0.0911111111111111
"819",42876,10.257905960083,2590,-0.09
"820",42880,10.257905960083,2590,-0.0888888888888889
"821",42884,10.257905960083,2590,-0.0877777777777778
"822",42888,10.257905960083,2590,-0.0866666666666667
"823",42892,5.35325813293457,2590,-0.0855555555555556
"824",42896,5.35325813293457,2560,-0.0844444444444444
"825",42900,5.35325813293457,2560,-0.0833333333333333
"826",42904,5.35325813293457,2560,-0.0822222222222222
"827",42908,5.35325813293457,2560,-0.0811111111111111
"828",42912,6.21425294876099,2560,-0.08
